σημασίας N1A-GSF--- σημασία
τῆς RA--GSF--- ὁ
εὐφροσύνης N1--GSF--- εὐφροσύνη
ἀπὸ P--------- ἀπό
τῆς RA--GSF--- ὁ
φωνῆς N1--GSF--- φωνή
τοῦ RA--GSM--- ὁ
κλαυθμοῦ N2--GSM--- κλαυθμός
τοῦ RA--GSM--- ὁ
λαοῦ N2--GSM--- λαός
ὅτι C--------- ὅτι
ὁ RA--NSM--- ὁ
λαὸς N2--NSM--- λαός
ἐκραύγασεν VAI-AAI3S- κραυγάζω
φωνῇ N1--DSF--- φωνή
μεγάλῃ A1--DSF--- μέγας
καὶ C--------- καί
ἡ RA--NSF--- ὁ
φωνὴ N1--NSF--- φωνή
ἠκούετο V1I-IPI3S- ἀκούω
ἕως C--------- ἕως
ἀπὸ P--------- ἀπό
μακρόθεν D--------- μακρόθεν

Ezr 4:1
καὶ C--------- καί
ἤκουσαν VAI-AAI3P- ἀκούω
οἱ RA--NPM--- ὁ
θλίβοντες V1--PAPNPM θλίβω
Ιουδα N---ASM--- Ἰουδά
καὶ C--------- καί
Βενιαμιν N---ASM--- Βενιαμίν
ὅτι C--------- ὅτι
οἱ RA--NPM--- ὁ
υἱοὶ N2--NPM--- υἱός
τῆς RA--GSF--- ὁ
ἀποικίας N1A-GSF--- ἀποικία
οἰκοδομοῦσιν V2--PAI3P- οἰκοδομέω
οἶκον N2--ASM--- οἶκος
τῷ RA--DSM--- ὁ
κυρίῳ N2--DSM--- κύριος
θεῷ N2--DSM--- θεός
Ισραηλ N---GSM--- Ἰσραήλ

Ezr 4:2
καὶ C--------- καί
ἤγγισαν VAI-AAI3P- ἐγγίζω
πρὸς P--------- πρός
Ζοροβαβελ N---ASM--- Ζοροβαβελ
καὶ C--------- καί
πρὸς P--------- πρός
τοὺς RA--APM--- ὁ
ἄρχοντας N3--APM--- ἄρχων
τῶν RA--GPF--- ὁ
πατριῶν N1A-GPF--- πατριά
καὶ C--------- καί
εἶπαν VAI-AAI3P- εἶπον
αὐτοῖς RD--DPM--- αὐτός
οἰκοδομήσομεν VF--FAI1P- οἰκοδομέω
μεθ' P--------- μετά
ὑμῶν RP--GP---- σύ
ὅτι C--------- ὅτι
ὡς C--------- ὡς
ὑμεῖς RP--NP---- σύ
ἐκζητοῦμεν V2--PAI1P- ζητέω ἐκ
τῷ RA--DSM--- ὁ
θεῷ N2--DSM--- θεός
ὑμῶν RP--GP---- σύ
καὶ C--------- καί
αὐτῷ RD--DSM--- αὐτός
ἡμεῖς RP--NP---- ἐγώ
θυσιάζομεν V1--PAI1P- θυσιάζω
ἀπὸ P--------- ἀπό
ἡμερῶν N1A-GPF--- ἡμέρα
Ασαραδδων N---GSM--- Ασαραδδων
βασιλέως N3V-GSM--- βασιλεύς
Ασσουρ N---GSM--- Ασσουρ
τοῦ RA--GSM--- ὁ
ἐνέγκαντος VAI-AAPGSM φέρω
ἡμᾶς RP--AP---- ἐγώ
ὧδε D--------- ὧδε

Ezr 4:3
καὶ C--------- καί
εἶπεν VBI-AAI3S- εἶπον
πρὸς P--------- πρός
αὐτοὺς RD--APM--- αὐτός
Ζοροβαβελ N---NSM--- Ζοροβαβελ
καὶ C--------- καί
Ἰησοῦς N---NSM--- Ἰησοῦς
καὶ C--------- καί
οἱ RA--NPM--- ὁ
κατάλοιποι A1B-NPM--- κατάλοιπος
τῶν RA--GPM--- ὁ
ἀρχόντων N3--GPM--- ἄρχων
τῶν RA--GPF--- ὁ
πατριῶν N1A-GPF--- πατριά
τοῦ RA--GSM--- ὁ
Ισραηλ N---GSM--- Ἰσραήλ
οὐχ D--------- οὐ
ἡμῖν RP--DP---- ἐγώ
καὶ C--------- καί
ὑμῖν RP--DP---- σύ
τοῦ RA--GSN--- ὁ
οἰκοδομῆσαι VA--AAN--- οἰκοδομέω
οἶκον N2--ASM--- οἶκος
τῷ RA--DSM--- ὁ
θεῷ N2--DSM--- θεός
ἡμῶν RP--GP---- ἐγώ
ὅτι C--------- ὅτι
ἡμεῖς RP--NP---- ἐγώ
αὐτοὶ RD--NPM--- αὐτός
ἐπὶ P--------- ἐπί
τὸ RA--ASN--- ὁ
αὐτὸ RD--ASN--- αὐτός
οἰκοδομήσομεν VF--FAI1P- οἰκοδομέω
τῷ RA--DSM--- ὁ
κυρίῳ N2--DSM--- κύριος
θεῷ N2--DSM--- θεός
ἡμῶν RP--GP---- ἐγώ
ὡς C--------- ὡς
ἐνετείλατο VAI-AMI3S- τέλλω ἐν
ἡμῖν RP--DP---- ἐγώ
Κῦρος N2--NSM--- Κῦρος
ὁ RA--NSM--- ὁ
βασιλεὺς N3V-NSM--- βασιλεύς
Περσῶν N1M-GPM--- Πέρσης

Ezr 4:4
καὶ C--------- καί
ἦν V9--IAI3S- εἰμί
ὁ RA--NSM--- ὁ
λαὸς N2--NSM--- λαός
τῆς RA--GSF--- ὁ
γῆς N1--GSF--- γῆ
ἐκλύων V1--PAPNSM λύω ἐκ
τὰς RA--APF--- ὁ
χεῖρας N3--APF--- χείρ
τοῦ RA--GSM--- ὁ
λαοῦ N2--GSM--- λαός
Ιουδα N---GSM--- Ἰουδά
καὶ C--------- καί
ἐνεπόδιζον V1I-IAI3P- ποδίζω ἐν
αὐτοὺς RD--APM--- αὐτός
τοῦ RA--GSN--- ὁ
οἰκοδομεῖν V2--PAN--- οἰκοδομέω

Ezr 4:5
καὶ C--------- καί
μισθούμενοι V4--PMPNPM μισθόω
ἐπ' P--------- ἐπί
αὐτοὺς RD--APM--- αὐτός
βουλευόμενοι V1--PMPNPM βουλεύω
τοῦ RA--GSN--- ὁ
διασκεδάσαι VA--AAN--- σκεδάζω δια
βουλὴν N1--ASF--- βουλή
αὐτῶν RD--GPM--- αὐτός
πάσας A1S-APF--- πᾶς
τὰς RA--APF--- ὁ
ἡμέρας N1A-APF--- ἡμέρα
Κύρου N2--GSM--- Κῦρος
βασιλέως N3V-GSM--- βασιλεύς
Περσῶν N1M-GPM--- Πέρσης
καὶ C--------- καί
ἕως D--------- ἕως
βασιλείας N1A-GSF--- βασιλεία
Δαρείου N2--GSM--- Δαρεῖος
βασιλέως N3V-GSM--- βασιλεύς
Περσῶν N1M-GPM--- Πέρσης

Ezr 4:6
καὶ C--------- καί
ἐν P--------- ἐν
βασιλείᾳ N1A-DSF--- βασιλεία
Ασουηρου N2--GSM--- Ασουηρος
ἐν P--------- ἐν
ἀρχῇ N1--DSF--- ἀρχή
βασιλείας N1A-GSF--- βασιλεία
αὐτοῦ RD--GSM--- αὐτός
ἔγραψαν VAI-AAI3P- γράφω
ἐπιστολὴν N1--ASF--- ἐπιστολή
ἐπὶ P--------- ἐπί
οἰκοῦντας V2--PAPAPM οἰκέω
Ιουδα N---GSM--- Ἰουδά
καὶ C--------- καί
Ιερουσαλημ N---GSF--- Ἰερουσαλήμ

Ezr 4:7
καὶ C--------- καί
ἐν P--------- ἐν
ἡμέραις N1A-DPF--- ἡμέρα
Αρθασασθα N---GSM--- Αρθασασθα
ἔγραψεν VAI-AAI3S- γράφω
ἐν P--------- ἐν
εἰρήνῃ N1--DSF--- εἰρήνη
Μιθραδάτῃ N1M-DSM--- Μιθραδάτης
Ταβεηλ N---NSM--- Ταβεηλ
σὺν P--------- σύν
καὶ D--------- καί
τοῖς RA--DPM--- ὁ
λοιποῖς A1--DPM--- λοιπός
συνδούλοις N2--DPM--- σύνδουλος
αὐτοῦ RD--GSM--- αὐτός
πρὸς P--------- πρός
Αρθασασθα N---ASM--- Αρθασασθα
βασιλέα N3V-ASM--- βασιλεύς
Περσῶν N1M-GPM--- Πέρσης
ἔγραψεν VAI-AAI3S- γράφω
ὁ RA--NSM--- ὁ
φορολόγος N2--NSM--- φορολόγος
γραφὴν N1--ASF--- γραφή
Συριστὶ N---DS---- Συριστί
καὶ C--------- καί
ἡρμηνευμένην VM--XPPASF ἑρμηνεύω

Ezr 4:8
Ραουμ N---NSM--- Ραουμ
βααλταμ N---NSM--- βααλταμ
καὶ C--------- καί
Σαμσαι N---NSM--- Σαμσαι
ὁ RA--NSM--- ὁ
γραμματεὺς N3V-NSM--- γραμματεύς
ἔγραψαν VAI-AAI3P- γράφω
ἐπιστολὴν N1--ASF--- ἐπιστολή
μίαν A1A-ASF--- εἷς
κατὰ P--------- κατά
Ιερουσαλημ N---ASF--- Ἰερουσαλήμ
τῷ RA--DSM--- ὁ
Αρθασασθα N---DSM--- Αρθασασθα
βασιλεῖ N3V-DSM--- βασιλεύς

Ezr 4:9
τάδε RD--NPN--- ὅδε
ἔκρινεν VAI-AAI3S- κρίνω
Ραουμ N---NSM--- Ραουμ
βααλταμ N---NSM--- βααλταμ
καὶ C--------- καί
Σαμσαι N---NSM--- Σαμσαι
ὁ RA--NSM--- ὁ
γραμματεὺς N3V-NSM--- γραμματεύς
καὶ C--------- καί
οἱ RA--NPM--- ὁ
κατάλοιποι A1B-NPM--- κατάλοιπος
σύνδουλοι N2--NPM--- σύνδουλος
ἡμῶν RP--GP---- ἐγώ
Διναῖοι N---NPM--- Διναῖοι
Αφαρσαθαχαῖοι N---NPM--- Αφαρσαθαχαῖοι
Ταρφαλλαῖοι N---NPM--- Ταρφαλλαῖοι
Αφαρσαῖοι N---NPM--- Αφαρσαῖοι
Αρχυαῖοι N---NPM--- Αρχυαῖοι
Βαβυλώνιοι N---NPM--- Βαβυλώνιος
Σουσαναχαῖοι N---NPM--- Σουσαναχαῖοι
οἵ RR--NPM--- ὅς
εἰσιν V9--PAI3P- εἰμί
Ηλαμαῖοι N---NPM--- Ηλαμαῖοι

Ezr 4:10
καὶ C--------- καί
οἱ RA--NPM--- ὁ
κατάλοιποι A1B-NPM--- κατάλοιπος
ἐθνῶν N3E-GPN--- ἔθνος
ὧν RR--GPN--- ὅς
ἀπῴκισεν VAI-AAI3S- οἰκίζω ἀπο
Ασενναφαρ N---NSM--- Ασενναφαρ
ὁ RA--NSM--- ὁ
μέγας A3--NSM--- μέγας
καὶ C--------- καί
ὁ RA--NSM--- ὁ
τίμιος A1A-NSM--- τίμιος
καὶ C--------- καί
κατῴκισεν VAI-AAI3S- οἰκίζω κατα
αὐτοὺς RD--APM--- αὐτός
ἐν P--------- ἐν
πόλεσιν N3I-DPF--- πόλις
τῆς RA--GSF--- ὁ
Σομορων N---GSF--- Σομορων
καὶ C--------- καί
τὸ RA--ASN--- ὁ
κατάλοιπον A1B-ASN--- κατάλοιπος
πέραν D--------- πέραν
τοῦ RA--GSM--- ὁ
ποταμοῦ N2--GSM--- ποταμός

Ezr 4:11
αὕτη RD--NSF--- οὗτος
ἡ RA--NSF--- ὁ
διαταγὴ N1--NSF--- διαταγή
τῆς RA--GSF--- ὁ
ἐπιστολῆς N1--GSF--- ἐπιστολή
ἧς RR--GSF--- ὅς
ἀπέστειλαν VAI-AAI3P- στέλλω ἀπο
πρὸς P--------- πρός
αὐτόν RD--ASM--- αὐτός
πρὸς P--------- πρός
Αρθασασθα N---ASM--- Αρθασασθα
βασιλέα N3V-ASM--- βασιλεύς
παῖδές N3D-NPM--- παῖς
σου RP--GS---- σύ
ἄνδρες N3--NPM--- ἀνήρ
πέραν D--------- πέραν
τοῦ RA--GSM--- ὁ
ποταμοῦ N2--GSM--- ποταμός

Ezr 4:12
γνωστὸν A1--ASN--- γνωστός
ἔστω V9--PAD3S- εἰμί
τῷ RA--DSM--- ὁ
βασιλεῖ N3V-DSM--- βασιλεύς
ὅτι C--------- ὅτι
οἱ RA--NPM--- ὁ
Ιουδαῖοι N2--NPM--- Ἰουδαῖος
ἀναβάντες VZ--AAPNPM βαίνω ἀνα
ἀπὸ P--------- ἀπό
σοῦ RP--GS---- σύ
ἐφ' P--------- ἐπί
ἡμᾶς RP--AP---- ἐγώ
ἤλθοσαν VBI-AAI3P- ἔρχομαι
εἰς P--------- εἰς
Ιερουσαλημ N---ASF--- Ἰερουσαλήμ
τὴν RA--ASF--- ὁ
πόλιν N3I-ASF--- πόλις
τὴν RA--ASF--- ὁ
ἀποστάτιν N3I-ASF--- ἀποστάτις
καὶ C--------- καί
πονηρὰν A1A-ASF--- πονηρός
οἰκοδομοῦσιν V2--PAI3P- οἰκοδομέω
καὶ C--------- καί
τὰ RA--NPN--- ὁ
τείχη N3E-NPN--- τεῖχος
αὐτῆς RD--GSF--- αὐτός
κατηρτισμένοι VT--XPPNSM ἀρτίζω κατα
εἰσίν V9--PAI3P- εἰμί
καὶ C--------- καί
θεμελίους N2--APM--- θεμέλιος
αὐτῆς RD--GSF--- αὐτός
ἀνύψωσαν VA--AAI3P- ὑψόω ἀνα

Ezr 4:13
νῦν D--------- νῦν
οὖν X--------- οὖν
γνωστὸν A1--ASN--- γνωστός
ἔστω V9--PAD3S- εἰμί
τῷ RA--DSM--- ὁ
βασιλεῖ N3V-DSM--- βασιλεύς
ὅτι C--------- ὅτι
ἐὰν C--------- ἐάν
ἡ RA--NSF--- ὁ
πόλις N3I-NSF--- πόλις
ἐκείνη RD--NSF--- ἐκεῖνος
ἀνοικοδομηθῇ VC--APS3S- οἰκοδομέω ἀνα
καὶ C--------- καί
τὰ RA--APN--- ὁ
τείχη N3E-APN--- τεῖχος
αὐτῆς RD--GSF--- αὐτός
καταρτισθῶσιν VS--APS3P- ἀρτίζω κατα
φόροι N2--NPM--- φόρος
οὐκ D--------- οὐ
ἔσονταί VF--FMI3P- εἰμί
σοι RP--DS---- σύ
οὐδὲ C--------- οὐδέ
δώσουσιν VF--FAI3P- δίδωμι
καὶ C--------- καί
τοῦτο RD--ASN--- οὗτος
βασιλεῖς N3V-APM--- βασιλεύς
κακοποιεῖ V2--PAI3S- κακοποιέω

Ezr 4:14
καὶ C--------- καί
ἀσχημοσύνην N1--ASF--- ἀσχημοσύνη
βασιλέως N3V-GSM--- βασιλεύς
οὐκ D--------- οὐ
ἔξεστιν V9--PAI3S- εἰμί ἐκ
ἡμῖν RP--DP---- ἐγώ
ἰδεῖν VB--AAN--- ὁράω
διὰ P--------- διά
τοῦτο RD--ASN--- οὗτος
ἐπέμψαμεν VAI-AAI1P- πέμπω
καὶ C--------- καί
ἐγνωρίσαμεν VAI-AAI1P- γνωρίζω
τῷ RA--DSM--- ὁ
βασιλεῖ N3V-DSM--- βασιλεύς

Ezr 4:15
ἵνα C--------- ἵνα
ἐπισκέψηται VA--AMS3S- σκέπτομαι ἐπι
ἐν P--------- ἐν
βιβλίῳ N2N-DSN--- βιβλίον
ὑπομνηματισμοῦ N2--GSM--- ὑπομνηματισμός
τῶν RA--GPM--- ὁ
πατέρων N3--GPM--- πατήρ
σου RP--GS---- σύ
καὶ C--------- καί
εὑρήσεις VF--FAI2S- εὑρίσκω
καὶ C--------- καί
γνώσῃ VF--FMI2S- γιγνώσκω
ὅτι C--------- ὅτι
ἡ RA--NSF--- ὁ
πόλις N3I-NSF--- πόλις
ἐκείνη RD--NSF--- ἐκεῖνος
πόλις N3I-NSF--- πόλις
ἀποστάτις N3I-NSF--- ἀποστάτις
καὶ C--------- καί
κακοποιοῦσα V2--PAPNSF κακοποιέω
βασιλεῖς N3V-APM--- βασιλεύς
καὶ C--------- καί
χώρας N1A-APF--- χώρα
καὶ C--------- καί
φυγάδια N2N-NPN--- φυγάδιον
δούλων N2--GPM--- δοῦλος
ἐν P--------- ἐν
μέσῳ A1--DSN--- μέσος
αὐτῆς RD--GSF--- αὐτός
ἀπὸ P--------- ἀπό
χρόνων N2--GPM--- χρόνος
αἰῶνος N3W-GSM--- αἰών
διὰ P--------- διά
ταῦτα RD--APN--- οὗτος
ἡ RA--NSF--- ὁ
πόλις N3I-NSF--- πόλις
αὕτη RD--NSF--- οὗτος
ἠρημώθη VCI-API3S- ἐρημόω

Ezr 4:16
γνωρίζομεν V1--PAI1P- γνωρίζω
οὖν X--------- οὖν
ἡμεῖς RP--NP---- ἐγώ
τῷ RA--DSM--- ὁ
βασιλεῖ N3V-DSM--- βασιλεύς
ὅτι C--------- ὅτι
ἐὰν C--------- ἐάν
ἡ RA--NSF--- ὁ
πόλις N3I-NSF--- πόλις
ἐκείνη RD--NSF--- ἐκεῖνος
οἰκοδομηθῇ VC--APS3S- οἰκοδομέω
καὶ C--------- καί
τὰ RA--APN--- ὁ
τείχη N3E-APN--- τεῖχος
αὐτῆς RD--GSF--- αὐτός
καταρτισθῇ VS--APS3S- ἀρτίζω κατα
οὐκ D--------- οὐ
ἔστιν V9--PAI3S- εἰμί
σοι RP--DS---- σύ
εἰρήνη N1--NSF--- εἰρήνη

Ezr 4:17
καὶ C--------- καί
ἀπέστειλεν VAI-AAI3S- στέλλω ἀπο
ὁ RA--NSM--- ὁ
βασιλεὺς N3V-NSM--- βασιλεύς
πρὸς P--------- πρός
Ραουμ N---ASM--- Ραουμ
βααλταμ N---A----- βααλταμ
καὶ C--------- καί
Σαμσαι N---ASM--- Σαμσαι
γραμματέα N3V-ASM--- γραμματεύς
καὶ C--------- καί
τοὺς RA--APM--- ὁ
καταλοίπους A1B-APM--- κατάλοιπος
συνδούλους N2--APM--- σύνδουλος
αὐτῶν RD--GPM--- αὐτός
τοὺς RA--APM--- ὁ
οἰκοῦντας V2--PAPAPM οἰκέω
ἐν P--------- ἐν
Σαμαρείᾳ N1A-DSF--- Σαμαρεία
καὶ C--------- καί
τοὺς RA--APM--- ὁ
καταλοίπους A1B-APM--- κατάλοιπος
πέραν D--------- πέραν
τοῦ RA--GSM--- ὁ
ποταμοῦ N2--GSM--- ποταμός
εἰρήνην N1--ASF--- εἰρήνη
καί C--------- καί
φησιν V6--PAI3S- φημί

Ezr 4:18
ὁ RA--NSM--- ὁ
φορολόγος N2--NSM--- φορολόγος
ὃν RR--ASM--- ὅς
ἀπεστείλατε VAI-AAI2P- στέλλω ἀπο
πρὸς P--------- πρός
ἡμᾶς RP--AP---- ἐγώ
ἐκλήθη VCI-API3S- καλέω
ἔμπροσθεν P--------- ἔμπροσθεν
ἐμοῦ RP--GS---- ἐγώ

Ezr 4:19
καὶ C--------- καί
παρ' P--------- παρά
ἐμοῦ RP--GS---- ἐγώ
ἐτέθη VCI-API3S- τίθημι
γνώμη N1--NSF--- γνώμη
καὶ C--------- καί
ἐπεσκεψάμεθα VAI-AMI1P- σκέπτομαι ἐπι
καὶ C--------- καί
εὕραμεν VA--AAI1P- εὑρίσκω
ὅτι C--------- ὅτι
ἡ RA--NSF--- ὁ
πόλις N3I-NSF--- πόλις
ἐκείνη RD--NSF--- ἐκεῖνος
ἀφ' P--------- ἀπό
ἡμερῶν N1A-GPF--- ἡμέρα
αἰῶνος N3W-GSM--- αἰών
ἐπὶ P--------- ἐπί
βασιλεῖς N3V-APM--- βασιλεύς
ἐπαίρεται V1--PMI3S- αἴρω ἐπι
καὶ C--------- καί
ἀποστάσεις N3I-NPF--- ἀπόστασις
καὶ C--------- καί
φυγάδια N2N-NPN--- φυγάδιον
γίνονται V1--PMI3P- γίγνομαι
ἐν P--------- ἐν
αὐτῇ RD--DSF--- αὐτός

Ezr 4:20
καὶ C--------- καί
βασιλεῖς N3V-NPM--- βασιλεύς
ἰσχυροὶ A1A-NPM--- ἰσχυρός
γίνονται V1--PMI3P- γίγνομαι
ἐπὶ P--------- ἐπί
Ιερουσαλημ N---ASF--- Ἰερουσαλήμ
καὶ C--------- καί
ἐπικρατοῦντες V2--PAPNPM κρατέω ἐπι
ὅλης A1--GSF--- ὅλος
τῆς RA--GSF--- ὁ
ἑσπέρας N1A-GSF--- ἑσπέρα
τοῦ RA--GSM--- ὁ
ποταμοῦ N2--GSM--- ποταμός
καὶ C--------- καί
φόροι N2--NPM--- φόρος
πλήρεις A3H-NPM--- πλήρης
καὶ C--------- καί
μέρος N3E-NSN--- μέρος
δίδοται V8--PPI3S- δίδωμι
αὐτοῖς RD--DPM--- αὐτός

Ezr 4:21
καὶ C--------- καί
νῦν D--------- νῦν
θέτε VE--AAD2P- τίθημι
γνώμην N1--ASF--- γνώμη
καταργῆσαι VA--AAN--- ἀργέω κατα
τοὺς RA--APM--- ὁ
ἄνδρας N3--APM--- ἀνήρ
ἐκείνους RD--APM--- ἐκεῖνος
καὶ C--------- καί
ἡ RA--NSF--- ὁ
πόλις N3I-NSF--- πόλις
ἐκείνη RD--NSF--- ἐκεῖνος
οὐκ D--------- οὐ
οἰκοδομηθήσεται VC--FPI3S- οἰκοδομέω
ἔτι D--------- ἔτι
ὅπως C--------- ὅπως
ἀπὸ P--------- ἀπό
τῆς RA--GSF--- ὁ
γνώμης N1--GSF--- γνώμη

Ezr 4:22
πεφυλαγμένοι VK--XMPNPM φυλάσσω
ἦτε V9--IAI2P- εἰμί
ἄνεσιν N3I-ASF--- ἄνεσις
ποιῆσαι VA--AAN--- ποιέω
περὶ P--------- περί
τούτου RD--GSM--- οὗτος
μήποτε D--------- μήποτε
πληθυνθῇ VC--APS3S- πληθύνω
ἀφανισμὸς N2--NSM--- ἀφανισμός
εἰς P--------- εἰς
κακοποίησιν N3I-ASF--- κακοποίησις
βασιλεῦσιν N3V-DPM--- βασιλεύς

Ezr 4:23
τότε D--------- τότε
ὁ RA--NSM--- ὁ
φορολόγος N2--NSM--- φορολόγος
τοῦ RA--GSM--- ὁ
Αρθασασθα N---GSM--- Αρθασασθα
βασιλέως N3V-GSM--- βασιλεύς
ἀνέγνω VZI-AAI3S- γιγνώσκω ἀνα
ἐνώπιον D--------- ἐνώπιον
Ραουμ N---GSM--- Ραουμ
καὶ C--------- καί
Σαμσαι N---GSM--- Σαμσαι
γραμματέως N3V-GSM--- γραμματεύς
καὶ C--------- καί
συνδούλων N2--GPM--- σύνδουλος
αὐτῶν RD--GPM--- αὐτός
καὶ C--------- καί
ἐπορεύθησαν VCI-API3P- πορεύομαι
σπουδῇ N1--DSF--- σπουδή
εἰς P--------- εἰς
Ιερουσαλημ N---ASF--- Ἰερουσαλήμ
καὶ C--------- καί
ἐν P--------- ἐν
Ιουδα N---DSM--- Ἰουδά
καὶ C--------- καί
κατήργησαν VAI-AAI3P- ἐργέω κατα
αὐτοὺς RD--APM--- αὐτός
ἐν P--------- ἐν
ἵπποις N2--DPM--- ἵππος
καὶ C--------- καί
δυνάμει N3I-DSF--- δύναμις

Ezr 4:24
τότε D--------- τότε
ἤργησεν VAI-AAI3S- ἐργέω
τὸ RA--NSN--- ὁ
ἔργον N2N-NSN--- ἔργον
οἴκου N2--GSM--- οἶκος
τοῦ RA--GSM--- ὁ
θεοῦ N2--GSM--- θεός
τοῦ RA--GSM--- ὁ
ἐν P--------- ἐν
Ιερουσαλημ N---DSF--- Ἰερουσαλήμ
καὶ C--------- καί
ἦν V9--IAI3S- εἰμί
ἀργοῦν V2--PAPNSN ἀργέω
ἕως P--------- ἕως
δευτέρου A1A-GSN--- δεύτερος
ἔτους N3E-GSN--- ἔτος
τῆς RA--GSF--- ὁ
βασιλείας N1A-GSF--- βασιλεία
Δαρείου N2--GSM--- Δαρεῖος
τοῦ RA--GSM--- ὁ
βασιλέως N3V-GSM--- βασιλεύς
Περσῶν N1M-GPM--- Πέρσης

Ezr 5:1
καὶ C--------- καί
ἐπροφήτευσεν VAI-AAI3S- προφητεύω
Αγγαιος N---NSM--- Αγγαιος
ὁ RA--NSM--- ὁ
προφήτης N1M-NSM--- προφήτης
καὶ C--------- καί
Ζαχαριας N1--NSM--- Ζαχαριας
ὁ RA--NSM--- ὁ
τοῦ RA--GSM--- ὁ
Αδδω N---GSM--- Αδδω
προφητείαν N1A-ASF--- προφητεία
ἐπὶ P--------- ἐπί
τοὺς RA--APM--- ὁ
Ιουδαίους N2--APM--- Ἰουδαῖος
τοὺς RA--APM--- ὁ
ἐν P--------- ἐν
Ιουδα N---DSM--- Ἰουδά
καὶ C--------- καί
Ιερουσαλημ N---DSF--- Ἰερουσαλήμ
ἐν P--------- ἐν
ὀνόματι N3M-DSN--- ὄνομα
θεοῦ N2--GSM--- θεός
Ισραηλ N---GSM--- Ἰσραήλ
ἐπ' P--------- ἐπί
αὐτούς RD--APM--- αὐτός

Ezr 5:2
τότε D--------- τότε
ἀνέστησαν VHI-AAI3P- ἵστημι ἀνα
Ζοροβαβελ N---NSM--- Ζοροβαβελ
ὁ RA--NSM--- ὁ
τοῦ RA--GSM--- ὁ
Σαλαθιηλ N---GSM--- Σαλαθιηλ
καὶ C--------- καί
Ἰησοῦς N---NSM--- Ἰησοῦς
ὁ RA--NSM--- ὁ
υἱὸς N2--NSM--- υἱός
Ιωσεδεκ N---GSM--- Ιωσεδεκ
καὶ C--------- καί
ἤρξαντο VAI-AMI3P- ἄρχω
οἰκοδομῆσαι VA--AAN--- οἰκοδομέω
τὸν RA--ASM--- ὁ
οἶκον N2--ASM--- οἶκος
τοῦ RA--GSM--- ὁ
θεοῦ N2--GSM--- θεός
τὸν RA--ASM--- ὁ
ἐν P--------- ἐν
Ιερουσαλημ N---DSF--- Ἰερουσαλήμ
καὶ C--------- καί
μετ' P--------- μετά
αὐτῶν RD--GPM--- αὐτός
οἱ RA--NPM--- ὁ
προφῆται N1M-NPM--- προφήτης
τοῦ RA--GSM--- ὁ
θεοῦ N2--GSM--- θεός
βοηθοῦντες V2--PAPNPM βοηθέω
αὐτοῖς RD--DPM--- αὐτός

Ezr 5:3
ἐν P--------- ἐν
αὐτῷ RD--DSM--- αὐτός
τῷ RA--DSM--- ὁ
καιρῷ N2--DSM--- καιρός
ἦλθεν VBI-AAI3S- ἔρχομαι
ἐπ' P--------- ἐπί
αὐτοὺς RD--APM--- αὐτός
Θανθαναι N---NSM--- Θανθαναι
ἔπαρχος A1B-NSM--- ἔπαρχος
πέραν D--------- πέραν
τοῦ RA--GSM--- ὁ
ποταμοῦ N2--GSM--- ποταμός
καὶ C--------- καί
Σαθαρβουζανα N---NSM--- Σαθαρβουζανα
καὶ C--------- καί
οἱ RA--NPM--- ὁ
σύνδουλοι N2--NPM--- σύνδουλος
αὐτῶν RD--GPM--- αὐτός
καὶ C--------- καί
τοῖα A1A-APN--- τοῖος
εἶπαν VAI-AAI3P- εἶπον
αὐτοῖς RD--DPM--- αὐτός
τίς RI--NSM--- τίς
ἔθηκεν VAI-AAI3S- τίθημι
ὑμῖν RP--DP---- σύ
γνώμην N1--ASF--- γνώμη
τοῦ RA--GSN--- ὁ
οἰκοδομῆσαι VA--AAN--- οἰκοδομέω
τὸν RA--ASM--- ὁ
οἶκον N2--ASM--- οἶκος
τοῦτον RD--ASM--- οὗτος
καὶ C--------- καί
τὴν RA--ASF--- ὁ
χορηγίαν N1A-ASF--- χορηγία
ταύτην RD--ASF--- οὗτος
καταρτίσασθαι VA--AMN--- ἀρτίζω κατα

Ezr 5:4
τότε D--------- τότε
ταῦτα RD--APN--- οὗτος
εἴποσαν VBI-AAI3P- εἶπον
αὐτοῖς RD--DPM--- αὐτός
τίνα RI--NPN--- τίς
ἐστὶν V9--PAI3S- εἰμί
τὰ RA--NPN--- ὁ
ὀνόματα N3M-NPN--- ὄνομα
τῶν RA--GPM--- ὁ
ἀνδρῶν N3--GPM--- ἀνήρ
τῶν RA--GPM--- ὁ
οἰκοδομούντων V2--PAPGPM οἰκοδομέω
τὴν RA--ASF--- ὁ
πόλιν N3I-ASF--- πόλις
ταύτην RD--ASF--- οὗτος

Ezr 5:5
καὶ C--------- καί
οἱ RA--NPM--- ὁ
ὀφθαλμοὶ N2--NPM--- ὀφθαλμός
τοῦ RA--GSM--- ὁ
θεοῦ N2--GSM--- θεός
ἐπὶ P--------- ἐπί
τὴν RA--ASF--- ὁ
αἰχμαλωσίαν N1A-ASF--- αἰχμαλωσία
Ιουδα N---GSM--- Ἰουδά
καὶ C--------- καί
οὐ D--------- οὐ
κατήργησαν VAI-AAI3P- ἀργέω κατα
αὐτούς RD--APM--- αὐτός
ἕως C--------- ἕως
